Feature_1_city_match,Feature_4_ZCSC,Feature_5,Feature_6,Feature_8_unknow_flag,Feature_8_IOS_flag,Feature_8_android_flag,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_21,Feature_25,Feature_27,Feature_31,Feature_33,Feature_38,Feature_47,Feature_51,Feature_55,Feature_58,Feature_64,Feature_66,Feature_68,Feature_73,Feature_75,Feature_77,Feature_80,Feature_82,Feature_87,Feature_88,Feature_91,Feature_99,Feature_100,Feature_106,Feature_108,Feature_109,Feature_110,Feature_112,Feature_113_zhuanche_PayPer_12,Feature_122,Feature_123,Feature_125,Feature_127,Feature_131,Feature_135,Feature_136,Feature_143,Feature_148,Feature_168,Feature_169,Feature_173,Feature_177,Feature_183,Feature_189,Feature_192,Feature_193,Feature_205,Feature_206,Feature_209,Feature_213,Feature_216,Feature_232,Feature_233,Feature_241,Feature_242,Feature_256,Feature_257,Feature_318,Feature_330,Feature_334,Feature_338
1,24.5333,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29.0333,1,19,0,1,0,0,0,-99,-99,1,2,0.0833,0,0,8.7004,0,0,0.0417,0,0,2,0.9583,0,-99,0,0,-99,0,-99,0,0,0,644.29,0,336.36,0,0,336.36,0,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,0,0,2,0,0.0769,22,0,0,0.0833,0,0,0,0,0,0,0.7917,0.7917
0,26.1667,1,28,0,1,0,1,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,29,1,-99,0,0,1,0,0,14,17,1,1,0.0417,53.82,4.8927,5.0058,0,0,0,0,0,1,0,1,0.3673,10.3,10.3,0.2899,1,0.3056,11,12,239.92,371.57,175.41,352.08,103.13,175.41,352.08,0,0.9727,0.9745,0,137.36,38.05,0.8,0,9,16,0.2857,0.25,26,1,1,0,0,0,2,0.1111,0.0769,0,0,0,0.25,0.75,5,-99,-99,0,0,0.2083,0.2083
1,0.8667,1,-99,1,0,0,0,0,9,9,-99,0,0,8.9,8.9,8.9,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,23.63,23.63,23.63,23.63,23.63,23.63,23.63,0,1,1,23.63,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,-99,-99,0,0,0,0
0,15.3333,1,36,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,27.0667,0,39,0,1,0,1,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22.8,1,-99,1,0,0,0,1,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.5667,0,30,0,1,0,1,0,9,12,1,0,0,96.71,8.7918,5.8512,0,0,0,0,0,1,0,2,0.2318,21.6,0,0.3284,2,0.2318,0,14,309.09,534.04,259.97,528.34,132.37,259.97,528.34,0,0.9973,0.9816,7,0,252.97,0,0,7,19,0.0588,0.0588,40,1,1,0,0,0,6,0,0.15,30,0.8235,0.1765,0.1176,0,1,-99,-99,0,0,0.4412,0.4412
0,21.2,1,31,0,1,0,1,0,-99,-99,1,0,0,0,0,9.8995,2.7,2.05,0.1351,0.4928,0,6,0.5135,0,0.7093,0,0,0.5764,0,0.7093,0,6,354.27,1290.27,0,1249.07,0,0,1249.07,0,0,0.9745,0,0,0,0,0,0,18,0.0588,0.027,38,1,0,0,0,0,0,0,0,37,1,0,0,0,0,0,-99,0,0,0.3243,0.3243
1,24.7333,1,32,0,1,0,1,0,19.5,19.5,1,0,0,15.96,3.192,2.5629,0,0,0.0714,0.0588,0,1,1,2,0.2188,18.1,7.16,0.2338,2,0.2188,0,3,75.7,119.1,38.33,93.2,14.63,38.33,93.2,0,0.7571,0.7437,7,11.1,14.63,0,0,7,12,0.125,0.2143,20,1,1,0,0,0,6,0.5,0.3,1,0.125,0.875,0.9286,0,2,0.2,0.125,0,0,0.7143,0.7143
1,9.7667,1,-99,0,1,0,1,1,-99,-99,1,0,0,27.9,13.95,8.8075,0,0,0,0,0,2,0.75,2,0.5556,90.93,7,0.8673,2,0.5556,0,1,97.93,110.92,90.93,102.92,0,90.93,102.92,0,1,1,0,0,12.13,0,0,2,7,0,0,8,1,1,0,0,0,2,1,0.3333,4,1,0,0,0,0,-99,-99,0,0,0.75,0.75
1,21.3667,1,32,1,0,0,1,0,20,20,-99,1,0.0333,52.92,2.1168,2.2143,0,0,0,0,0,2,0.0333,17,0.4705,151.52,0,0.4839,14,0.4669,0,22,239.33,268.91,208.47,259.03,7.65,208.47,259.03,0,0.9649,0.9683,208.47,0,0,0,0,15,28,0,0,31,1,1,0,0,0,1,0,0.0323,30,1,0,0,0,1,-99,-99,0,0,1,1
1,15.1667,1,-99,1,0,0,1,0,11,13,-99,0,0,12.9,4.3,4.6475,0,0,0,0,0,1,0,1,0.4286,8.55,0,0.4267,1,0.4286,0,4,80.21,197.43,36.88,178.46,28.33,36.88,178.46,0,0.9879,0.9944,36.88,0,0,0,1,2,8,0,0.0625,18,1,1,0,0,0,2,0,0.1111,16,1,0,0,0,1,0,0,0,0,0.125,0.125
1,20.5,1,-99,0,1,0,0,1,20,20,1,4,0.3077,49.1,5.4556,6.7185,0,0,0,0,0,1,0,1,0.3223,16.9,0,0.3099,1,0.3086,0,7,158.97,248.04,127.2,242.49,44.23,127.2,242.49,0,0.9652,0.9651,0,127.2,0,1,0,9,11,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1,3,-99,-99,0,0,0.7692,0.7692
1,25.0667,1,-99,1,0,0,1,0,7,7,-99,1,0.0455,116.9,10.6273,7.0191,0,0,0,0,0,3,0.5455,1,0.3265,30.22,0,0.4475,1,0.26,0,9,402.85,487.52,379,487.52,101.72,379,487.52,0,1,1,53.01,0,325.99,0,0,8,15,0,0,23,1,1,0,0,0,1,0,0.0435,22,1,0,0,0,3,-99,-99,0,0,0.1364,0.1364
0,29,0,23,0,1,0,0,0,12,23,2,2,0.1429,38.2,12.7333,8.3336,1.8,1.8,0,0,0,2,0.5714,0,0.3889,0,17.93,0.4464,0,0.3889,0,2,221.6,309.12,114.2,287.06,114.2,114.2,287.06,0,0.9104,0.9149,0,0,114.2,0,0,1,9,0,0,24,1,1,0,0,0,10,0,0.4167,0,0,1,1,0,2,-99,-99,0,0,0.0714,0.0714
1,29,1,-99,0,1,0,0,0,14.5,19,1,13,0.4194,87.5,4.375,5.3081,0,0,0,0,0,1,0,5,0.345,84.2,0,0.3412,5,0.3407,0,7,333.39,558.9,316.36,533.46,123.48,316.36,533.46,0,0.9489,0.9489,316.36,0,0,0,0,14,34,0,0,45,1,1,0,0,0,14,0.5789,0.3111,24,0.9,0.1,0.2258,0,6,-99,-99,0,0,0.3226,0.3226
1,29,1,23,1,0,0,0,0,14,16,-99,17,0.1771,48.4,9.68,8.6904,3.1,3.3273,0.0417,0.1053,0,3,0.6875,2,0.3885,28.33,438.99,0.4134,2,0.3698,0,33,1228.86,2607.91,122.68,2546.16,94.35,122.68,2523.95,0.00872294,0.948,0.9705,0,0,122.68,0,0,3,53,0,0.0104,119,0.9917,1,1,0,0.0083,21,0.25,0.1795,0,0,0,0,1,2,0,0,0,0,0.0208,0.0208
1,28.9667,1,33,0,1,0,0,1,14,18,1,31,0.0604,993.7,9.2009,9.0642,5.8,1.8654,0.0019,0.0032,0,2,0.0058,29,0.175,622.87,1182.65,0.1746,18,0.1735,0,192,5361.78,12140.35,2503.23,12043.48,981.81,2470.1,11438.09,0.050267032,0.9383,0.9454,0,43.54,2459.69,0,0,64,251,0,0,548,0.9631,0.9815,21,0.0159,0.0369,48,0.1064,0.0856,0,0,1,1,0,25,-99,-99,0,0,0.1033,0.1033
1,28.9667,1,-99,0,0,1,0,0,-99,-99,1,0,0,0,0,6.6425,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,66.2,0,61.2,0,0,61.2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0
0,28.8667,1,33,1,0,0,0,0,10,10,-99,0,0,18,4.5,4.5,0,0,0,0,0,1,0,2,0.5,12,0,0.6312,2,0.5,0,4,49.2,49.2,49.2,49.2,29.26,49.2,49.2,0,1,1,37.2,0,12,0,0,5,7,0,0,7,1,1,0,0,0,3,0.75,0.4286,4,1,0,0,0,1,-99,-99,0,0,0,0
1,28.8667,1,-99,0,0,1,0,0,9,10.5,1,0,0,55.1,18.3667,12.7857,0,0,0,0,0,1,0,0,0.3469,0,76.69,0.4604,0,0.3469,0,4,287.8,287.8,169.21,277.82,169.21,169.21,277.82,0,0.9574,0.9653,169.21,0,0,0,0,2,7,0,0,7,1,1,0,0,0,0,0,0,7,1,0,0,0,2,-99,-99,0,0,0.1429,0.1429
1,22.4667,1,-99,1,0,0,0,0,-99,-99,-99,0,0,5.78,5.78,5.78,0,0,0,0,0,1,0,1,1,3.1,0,1,1,1,0,0,13.2,13.2,3.1,3.1,0,3.1,3.1,0,0.2348,0.2348,3.1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-99,-99,0,0,1,1
0,27,1,44,0,1,0,1,0,-99,-99,1,0,0,15.6,5.2,6.7375,1.4,1.4,0,0,0,1,0,0,1,0,0,1,0,1,0,3,65.13,101.03,57.95,93.85,0,57.95,93.85,0,0.8898,0.8898,57.95,0,0,0,0,3,3,0,0,5,1,1,0,0,0,1,0,0.2,4,1,0,0,0,0,-99,-99,0.25,0,0.75,1
1,28.9,1,28,0,1,0,1,0,-99,-99,1,0,0,2.72,2.72,3.6042,0,0,0,0,0,1,0,0,0.375,0,23.29,0.3498,0,0.375,0,7,145.32,372.92,7.2,357.23,0,7.2,357.23,0,0.8372,0.9353,0,0,0,0,0,2,17,0.0833,0.1613,39,1,1,0,0,0,6,0,0.1622,0,0,1,1,0,0,-99,-99,0,0,0.1935,0.1935
1,19.4,1,30,1,0,0,0,0,0,0,-99,6,0.3158,9.2,4.6,4.3695,0,0,0,0,0,1,0,0,0.5,0,0,0.8391,0,0.5,0,2,27.72,235.98,19.72,212.98,17.98,19.72,212.98,0,0.7114,0.7114,0,0,19.72,0,0,2,2,0,0,20,1,1,0,0,0,1,0,0.05,19,1,0,0,0,1,-99,-99,0,0,0,0
0,21.6333,1,-99,0,0,1,1,0,-99,-99,1,0,0,0,0,8.91,0,0,0,0,0,1,0,0,-99,0,0,-99,0,-99,0,0,0,19.03,0,13.03,0,0,13.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1,3.4333,1,-99,1,0,0,0,0,-99,-99,-99,0,0,13.94,6.97,6.97,0,0,0,0,0,1,0,1,0.5,8,0,0.6768,1,0.5,0,2,39.47,39.47,39.47,39.47,0,39.47,39.47,0,1,1,31.47,8,0,0,0,3,3,0,0,3,1,1,0,0,0,1,0,0.3333,1,0.5,0,0,0.5,0,-99,-99,0,0,0.5,0.5
1,28.8333,1,-99,0,0,1,0,0,17,17,1,1,0.1,159.1,17.6778,17.5,0,0,0,0,0,1,0,5,0.5062,107.72,0,0.6332,5,0.5313,0,9,445.32,483.63,445.32,445.32,337.6,483.63,483.63,0,1,1,454.99,0,28.64,1.5,1,7,13,0,0,14,1,1,0,0,0,4,0,0.2857,10,1,0,0,0,3,-99,-99,0,0,0.4,0.4
1,19.3,1,-99,0,1,0,0,0,18,18,1,1,0.0164,232.2,13.6588,12.549,1.1,2.8643,0.0164,0.0313,0,3,0.082,5,0.1804,160.94,145.63,0.1792,4,0.1797,0,22,938.51,1765.91,577.19,1829.26,199.95,472.07,1598.2,0.126313373,0.9352,0.9131,0,0,577.19,0,0,16,55,0,0,79,0.908,0.8824,8,0.0909,0.092,23,0.5556,0.2738,0,0,1,1,0,6,-99,-99,0,0,0.0656,0.0656
0,28.8333,1,23,0,0,1,0,0,-99,-99,1,0,0,54.47,13.6175,12.5309,0,0,0,0,0,2,0.0909,1,0.28,0,79.05,0.3343,1,0.284,0,8,302.45,333.78,70.28,254.55,0,70.28,254.55,0,0.6993,0.7804,0,0,70.28,0,1,4,15,0.7,0.6364,16,1,1,0,0,0,5,0,0.3125,0,0,1,0.9091,0.0909,0,-99,-99,0,0,0.6364,0.6364
1,24.2333,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28.8333,1,-99,0,1,0,0,0,20,20,1,10,0.2128,25,6.25,7.0404,0,0.9,0,0,0,1,0,0,0.36,0,16.3,0.3822,0,0.36,0,5,99.06,1010.39,77.42,914.81,31.84,77.42,914.81,0,0.9355,0.9461,77.42,0,0,0,1,7,14,0.2,0.0213,56,1,1,0,0,0,9,0.7778,0.1607,47,1,0,0,0,2,0.25,0.2,0,0,0.2128,0.2128
1,27.4,1,35,1,0,0,0,0,-99,-99,-99,1,0.0303,6,3,9.9364,1.2,1.1,0,0,0,1,0,2,0.3356,43.38,72.03,0.3848,2,0.3356,0,7,44.89,44.89,43.38,1681.29,0,16,42.57,0.974680156,1,0.9406,0,0,43.38,0,0,2,20,0,0,4,0.1081,0.5,33,0.8,0.8919,4,0,0.1081,0,0,0,0,1,0,-99,-99,0,0,0.0303,0.0303
1,3.1667,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.8333,1,-99,1,0,0,1,0,-99,-99,-99,0,0,0,0,14.28,0,0,0,0,0,1,1,0,-99,0,0,-99,0,-99,0,0,0,37.24,0,37.24,0,0,37.24,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0.75,0,0,0,0,1,0,0,0,0,0,1,1
1,16.6333,1,28,0,0,1,1,0,-99,-99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.0333,1,-99,0,0,1,1,1,22,22,1,0,0,8.2,2.7333,4.4492,0,4.8,0,0,0,5,0.1373,1,0.284,9.66,0,0.3674,1,0.25,0,7,95.94,620.73,17.66,570.23,8,17.66,570.23,0,1,0.9622,17.66,0,0,0,0,3,9,0,0,58,1,1,0,0,0,7,0,0.1207,20,1,0,0.6078,0,1,-99,-99,0,0,0.1961,0.1961
1,22.7333,1,-99,1,0,0,0,0,19,19,-99,0,0,16.5,8.25,8.25,0,0,0,0,0,1,0,0,0.5,0,0,0.5315,0,0.5,0,1,46.55,46.55,43.01,43.01,16.11,43.01,43.01,0,0.924,0.924,43.01,0,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,1,-99,-99,0,0,1,1
0,22.7333,1,-99,0,0,1,1,0,-99,-99,1,2,0.3333,0,0,11.3017,0,0,0,0,0,1,1,0,-99,0,0,-99,0,-99,0,0,0,232.1,0,205.43,0,0,205.43,0,0,0,0,0,0,0,1,0,0,0,0.1667,8,1,0,0,0,0,2,0,0.25,6,0,0,0,0,0,0,0,0,0.1667,0.5,0.6667
1,23.8,1,25,1,0,0,0,0,19,19,-99,0,0,35.83,5.1186,7.5813,0.9,0.85,0,0,0,4,0.1912,2,0.3728,20.02,0,0.5889,2,0.3728,0,16,681.75,1501.21,75.52,1432.22,7.84,75.52,1432.22,0,0.858,0.9656,0,75.52,0,0,0,6,26,0.04,0.0147,73,1,1,0,0,0,5,0,0.0685,0,0,0,0,1,1,-99,-99,0,0,0.7941,0.7941
1,28.8,1,-99,0,0,1,0,0,18,18,2,0,0,115.06,9.5883,9.6695,0,0,0,0,0,1,0,1,0.3067,47.39,12.48,0.3016,1,0.2663,0,12,159.39,385.84,330.78,583.19,32.96,79.52,331.93,0.430837291,0.8292,0.8247,20.38,0,310.4,2.3,0,13,32,0,0,28,0.7,0.4167,12,0.375,0.3,17,0,0.4359,0,0,1,1,0,4,-99,-99,0,0,0.0455,0.0455
1,26,1,32,0,0,1,0,0,12.5,12.5,3,1,0.5,10.9,5.45,5.45,0,0,0,0,0,1,0,0,1,0,0,1,0,1,5,2,43.1,43.1,38.5,38.5,38.5,38.5,38.5,0,0.8933,0.8933,38.5,0,0,4.5,0,2,2,0.5,0.5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,2,-99,-99,0,0,0,0
1,22.6,1,42,0,1,0,0,0,-99,-99,1,13,0.0823,315.96,9.0274,5.5609,1.9,2.12,0.019,0.086,0,4,0.019,18,0.212,675.48,479.93,0.2314,13,0.2098,0,64,2141.21,2848.59,916.36,2619.45,0,916.36,2619.45,0,0.9803,0.9359,8,35.08,873.28,0,0,19,118,0,0,178,1,1,0,0,0,18,0,0.1023,54,0.2079,0.4554,0.2911,0.3671,0,0,0.0099,0,0,0.5886,0.5886
1,24.8,1,24,0,1,0,1,1,4,4,1,10,0.4348,19.8,3.96,5.0883,0,0,0,0,0,1,0,0,0.44,0,10.75,0.4604,0,0.5148,0,11,234.46,372.48,71.03,345.93,13.31,71.03,345.93,0,1,0.9112,71.03,0,0,0,0,5,21,0,0,32,1,1,0,0,0,8,0.6667,0.2581,19,0.8,0.2,0.1304,0.0435,1,0.2,0.0667,0,0,0.8261,0.8261
1,28.8,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23.9333,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20.1667,1,-99,1,0,0,0,0,-99,-99,-99,1,0.25,0,0,11.8575,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,77.22,172.95,0,167.54,0,0,167.54,0,0,0.9299,0,0,0,0,0,1,2,0,0,6,1,0,0,0,0,2,0,0.3333,4,1,0,0,0,0,0,-99,0,0,0.25,0.25
1,28.8,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6667,0,1,0,0.3333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,28.8,1,20,0,0,1,0,0,-99,-99,3,2,0.0625,63.13,10.5217,9.9203,0,8.1,0.0625,0.1227,0,1,0,2,0.2346,39.96,26.33,0.2582,2,0.2346,0,10,473.13,792.7,154.39,733.5,0,154.39,720.28,0.018023177,0.9172,0.9237,154.39,0,0,0,0,6,21,0,0.1875,39,0.975,1,1,0.0476,0.025,7,0,0.1795,0,0,1,1,0,0,-99,-99,0,0,0.6875,0.6875
1,28.8,1,-99,1,0,0,0,0,-99,-99,-99,0,0,28.7,14.35,15.5333,0,0,0,0,0,1,0,1,0.3333,28.21,44.59,0.3491,1,0.3333,0,2,121.34,121.34,76.75,121.34,0,76.75,121.34,0,1,1,0,48.54,28.21,0,0,3,6,0,0,6,1,1,0,0,0,3,1,0.5,1,0.3333,0,0,0.6667,0,-99,-99,0,0,0.3333,0.3333
1,22.1667,1,-99,1,0,0,0,1,-99,-99,-99,0,0,46.2,46.2,15.396,0,0.8,0.0667,0.1794,0,2,0.0667,1,0.36,109.45,0,0.3593,1,0.36,0,4,268.32,554.76,109.45,569.48,0,109.45,530.68,0.068132331,1,0.9419,0,0,109.45,0,0,2,6,0,0,17,0.9444,1,1,0,0.0556,2,0,0.1176,15,1,0,0,0,0,-99,-99,0,0,0.0667,0.0667
1,25.1,1,-99,0,0,1,0,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.2,1,-99,1,0,0,0,0,14,18,-99,18,0.0952,115.3,3.4939,4.6662,4.2,2.6333,0,0,0,3,0.1058,2,0.2436,59.84,220.05,0.2677,2,0.2441,0,82,1481.55,2520.78,360.49,2488.54,260.73,338.57,2437.43,0.020538147,0.9289,0.9669,0,302.97,57.52,0.4,0,25,120,0,0.0106,231,0.9872,0.9697,3,0.0167,0.0128,43,0.1667,0.1853,29,0.1176,0,0,0.8466,19,-99,-99,0,0,0.0106,0.0106
0,28.7667,1,-99,1,0,0,1,1,13.5,13.5,-99,0,0,21.89,5.4725,9.2757,0,2.6,0.1429,0.5925,0,2,0.1429,0,0.5556,0,34.9,0.5324,0,0.5556,0,5,99.1,99.1,58.75,188.15,58.75,58.75,93.65,0.502258836,0.9151,0.945,58.75,0,0,0.3,0,4,6,0,0,7,0.875,1,1,0,0.125,0,0,0,6,0.8333,0,0,0.1429,4,-99,-99,0,0,0.8571,0.8571
1,23.2667,1,-99,0,0,1,1,0,-99,-99,1,0,0,0,0,17.18,0,0,0,0,0,1,0,0,1,0,0,-99,0,1,0,1,63.69,63.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-99,0,0,0,0
1,28.7333,0,31,0,1,0,0,1,15,15,1,5,0.0459,109.5,4.7609,4.7993,0,1.4,0,0,0,1,0,2,0.2213,11.72,67.92,0.2162,2,0.2082,0,22,749.9,1907.08,372.64,1894.48,110.46,372.64,1894.48,0,1,0.9837,372.64,0,0,0.4,0,15,46,0,0.0183,122,0.9919,1,1,0.0217,0.0081,13,0,0.1066,84,0.65,0.35,0.2294,0,5,-99,-99,0,0,0.0275,0.0275
1,22.7,1,-99,1,0,0,1,0,-99,-99,-99,0,0,2.6,2.6,2.6,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,13,13,13,13,0,13,13,0,1,1,0,0,13,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-99,-99,0,0,0,0
0,28.7,1,-99,1,0,0,0,0,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,28.5667,1,32,0,0,1,1,0,17.5,17.5,1,1,0.0294,61.3,8.7571,9.2997,0,7,0,0,0,1,0,1,0.2778,42.17,47.07,0.2357,1,0.2595,0,16,418.35,788.67,184.41,826.84,55.69,184.41,776.23,0.06120894,0.9667,0.9305,184.41,0,0,1.5,0,7,25,0,0,40,0.9091,1,4,0.08,0.0909,10,0.5,0.2273,14,0.7222,0,0.1176,0.4706,2,-99,-99,0,0,0.7941,0.7941
1,28.7333,1,-99,1,0,0,0,0,-99,-99,-99,0,0,9.76,2.44,3.6739,0,0,0,0,0,1,0,0,0.44,0,0,0.3694,0,0.44,0,1,59.78,296.94,34.1,284.03,0,34.1,284.03,0,0.966,0.9471,0,0,34.1,0,0,3,5,0,0,23,1,1,0,0,0,0,0,0,23,1,0,0,0,0,-99,-99,0,0,0.1304,0.1304
1,23.5667,1,-99,1,0,0,0,1,18,18,-99,0,0,6.2,3.1,3.1667,0,0,0,0,0,2,0.3333,1,0.3333,9.7,8.96,0.3458,1,0.3333,0,1,35.33,35.33,23.4,32.36,13.7,23.4,32.36,0,0.9223,0.9159,0,13.7,9.7,0,0,4,6,0.3333,0.3333,5,0.8333,1,1,0.1667,0.1667,3,0.5,0.5,0,0,0,0,1,1,-99,-99,0,0,0.6667,0.6667
1,22.8667,1,-99,1,0,0,1,0,-99,-99,-99,0,0,3.9,3.9,3.9,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,13.05,13.05,13.05,13.05,0,13.05,13.05,0,1,1,0,13.05,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-99,-99,0,0,0,0
1,26.8667,1,-99,0,0,1,1,0,-99,-99,1,0,0,0,0,3.6388,0,2.2,0,0,0,3,0.5,0,0.375,0,8.23,0.5823,0,0.375,0,4,55.7,85.9,0,80.9,0,0,80.9,0,0,0.9102,0,0,0,0,0,0,5,0,0,10,1,0,0,0,0,2,0,0.2,8,1,0,0,0,0,0,-99,0,0,0.25,0.25
1,28.7,1,-99,0,1,0,0,0,-99,-99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,0,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.6667,1,-99,1,0,0,0,0,-99,-99,-99,0,0,1.41,1.41,11.5183,0,0,0,0,0,2,0.6667,0,0.7222,0,169.65,0.9389,0,0.7222,0,5,199.2,199.2,5.53,175.18,0,5.53,175.18,0,0.79,0.8794,0,0,5.53,0,0,1,6,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-99,-99,0,0,0.1667,0.1667
1,21.7,1,-99,1,0,0,0,1,-99,-99,-99,2,0.2,30.6,30.6,19.04,0,3.7,0.1,0.1638,0,2,0.1,0,0.68,0,204.49,0.568,0,0.68,0,5,122.01,368.52,94.3,628.74,0,0,368.52,0.41387537,0.8628,0.9088,0,0,94.3,0,0,1,5,0,0,11,0.6875,0,5,0.4,0.3125,6,0,0.375,10,1,0,0,0,0,-99,-99,0,0,0.1,0.1
0,28.7,1,-99,0,0,1,0,0,8,8,2,2,0.1818,54.7,13.675,14.2145,23.9,14.94,0.1818,0.4292,0.1667,5,0.7273,1,0.3889,14,0,0.4556,1,0.3889,0,3,288.04,329.02,137.61,416.96,123.61,137.61,320.02,0.232492325,1,0.9688,0,14,123.61,0.3,0,6,14,0,0,25,0.9259,1,2,0,0.0741,15,0.4,0.5769,0,0,0.8333,0.7273,0.2727,3,0.25,0.1667,0,0,0.2727,0.2727
